benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_latent_95_mean,cover_prompt_latent_95_std,mean_interval_width_latent_95_mean,mean_interval_width_latent_95_std,median_interval_width_latent_95_mean,median_interval_width_latent_95_std,cover_prompt_predictive_95_mean,cover_prompt_predictive_95_std,mean_interval_width_predictive_95_mean,mean_interval_width_predictive_95_std,median_interval_width_predictive_95_mean,median_interval_width_predictive_95_std,cover_avg_latent_95_mean,cover_avg_latent_95_std,avg_interval_width_latent_95_mean,avg_interval_width_latent_95_std,cover_avg_predictive_95_mean,cover_avg_predictive_95_std,avg_interval_width_predictive_95_mean,avg_interval_width_predictive_95_std
mmlu:college_biology,google_gemma_7b,200.0,random_uniform,Avg,0.24726070891196433,0.024417843098500456,0.3077881122361459,0.027487707710721666,0.23120904224529765,0.02471526082727838,3.8129547789836806,0.4487225948427538,0.2945577462231158,0.017645083570438334,,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,200.0,random_uniform,BayPIRE,0.025387083711938846,0.010615926774403726,0.02995868471100651,0.011033225436921494,0.02223961798922825,0.012627415496959353,0.3570934455204015,0.014438312741910538,0.10636593452023928,0.006080715063462415,1.0,0.999,0.0031622776601683846,0.20095717855244305,0.017620797609938697,0.20107903419688805,0.01799953607018173,1.0,0.0,0.21992708333333325,0.016007623120203127,0.22085069444444438,0.017531656543520974,1.0,0.0,0.1068554752784742,0.005422364198921741,1.0,0.0,0.10707187499999993,0.00508358731361406
mmlu:college_biology,google_gemma_7b,200.0,random_uniform,Bayes-MAP,0.05942056708983171,0.010569460734515364,0.07171146318878578,0.011206434472723731,0.04468287028798808,0.012985056368272876,0.485039606935206,0.012351858713233046,0.1570263747906128,0.00643875189340237,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,200.0,random_uniform,PE-Rasch,0.11435154078883118,0.01055829855836119,0.15107655238195242,0.013105982057497051,0.09698065244058054,0.011639284043844116,0.4715658658610676,0.027695753743031383,0.1369313379898222,0.00785820683181539,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,400.0,random_uniform,Avg,0.19719359678290588,0.010094793883912757,0.24162290836881334,0.01602197647775848,0.1802742317035408,0.009728100046772973,2.4450273807140763,0.2998541529803213,0.2584187464689963,0.008544666797473508,,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,400.0,random_uniform,BayPIRE,0.018299252658063914,0.0008279906960914796,0.022055349771868387,0.0011480746282637607,0.014459573209586463,0.0016275472709039974,0.2557341414132585,0.009490088560295274,0.07252225945640185,0.0045143320991560135,1.0,0.9960000000000001,0.0069920589878010395,0.12233766121174691,0.01429773890396577,0.12218276416102158,0.014132484419735285,0.999,0.0031622776601683816,0.14537552083333327,0.012844655311890841,0.14583333333333334,0.013094570021973114,1.0,0.0,0.06328918077199365,0.0027112080486946903,1.0,0.0,0.0637706597222222,0.0026055799213045155
mmlu:college_biology,google_gemma_7b,400.0,random_uniform,Bayes-MAP,0.05743503504849558,0.004313177595050152,0.06912098363069329,0.005189753607337982,0.04216039689064259,0.004938111282577359,0.4161108588667628,0.004439485271682487,0.12992417995775357,0.0022380698730998863,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,400.0,random_uniform,PE-Rasch,0.0745999324114792,0.012406880885416605,0.10982711684378785,0.017673442294434502,0.057493391315021694,0.012606513003237348,0.3819653116164862,0.0295029853148635,0.09944597264515712,0.007513210719784346,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,800.0,random_uniform,Avg,0.1311439645252647,0.004221288716571513,0.16647900376575744,0.007365285218490195,0.11680799771429788,0.005009227623533636,1.199650912349256,0.13808282668178806,0.227402059308975,0.0026743369652780825,,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,800.0,random_uniform,BayPIRE,0.017222989605232147,0.0012742485989381805,0.021137204888916634,0.001940356742339,0.01312189516142677,0.002277654244918916,0.18152461983494322,0.006444058375097401,0.050086171840844254,0.001737286689100921,1.0,0.9349999999999999,0.05016638981097469,0.08422500949410298,0.012788480255529906,0.08450268607132053,0.013003585651551295,0.9960000000000001,0.005163977794943214,0.10938524305555546,0.009980741212878277,0.10835937499999992,0.00990395638694018,1.0,0.0,0.03428181722774178,0.001839181599189519,1.0,0.0,0.03525451388888887,0.0018462792674113575
mmlu:college_biology,google_gemma_7b,800.0,random_uniform,Bayes-MAP,0.04656597847060887,0.002996665385553096,0.05759377857612201,0.003024420720611267,0.03146719436783828,0.004239004342412444,0.32063224389058054,0.008155141959189158,0.09053418232185999,0.004357450711486028,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,800.0,random_uniform,PE-Rasch,0.059743589102501195,0.00535745859441945,0.08493341536603499,0.0071030015332621725,0.04463077168207823,0.006561942445661059,0.3042921520558083,0.015343036560717746,0.07405774713700639,0.0025354290175957995,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,1600.0,random_uniform,Avg,0.08475022574237859,0.007677564357637423,0.10652865762191885,0.00759725380206344,0.06886220408557998,0.007287065310487575,0.6489547587838886,0.02509211604282088,0.21062000623502514,0.0019278024010396025,,,,,,,,,,,,,,,,,,,,,
mmlu:college_biology,google_gemma_7b,1600.0,random_uniform,BayPIRE,0.016774222712949646,0.0017752379265053555,0.020423027482294003,0.002342285151229115,0.01117557124306659,0.0028725688289989804,0.16139500492137998,0.005486651451863092,0.04685712498797525,0.001415159523020197,1.0,0.841,0.10979273402390724,0.06245013336469949,0.014838476491061224,0.0628234226060499,0.015112016871745026,0.9789999999999999,0.027668674625929493,0.08894201388888885,0.011548799115787035,0.08888888888888888,0.011712139482105114,0.9,0.31622776601683794,0.02006686354166164,0.001066012126408274,0.9,0.31622776601683794,0.021225000000000004,0.0010063802831035747
