benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_95_mean,cover_prompt_95_std,cover_avg_95_mean,cover_avg_95_std,mean_interval_width_95_mean,mean_interval_width_95_std,median_interval_width_95_mean,median_interval_width_95_std,avg_interval_width_95_mean,avg_interval_width_95_std
mmlu:college_computer_science,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.2568899951343,0.027121362164781646,0.3494080289547042,0.02085096195980282,0.23465999513430003,0.026203100906332787,4.969583015893972,0.49425133058673976,0.3767117296771429,0.014811322146713322,,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,200.0,two_way_balanced,BayPIRE,0.026175165601016313,0.004010137566138156,0.03266085142821361,0.004470623507665514,0.018296572445146285,0.007044462853438523,0.35896570557504554,0.019983459554261857,0.10353100121440659,0.007934975363896028,1.0,0.9964999999999999,0.008127277008872502,1.0,0.0,0.23627728738441203,0.03708146530462203,0.2362493652176,0.037029103548995856,0.08877422309890508,0.003088992625965718
mmlu:college_computer_science,meta_llama_llama_3_8b,200.0,two_way_balanced,Bayes-MAP,0.07439981256687028,0.006301221047876032,0.09233267191949766,0.006212562738702914,0.052103438619415056,0.006438204566218039,0.5331787966936521,0.00902415473375895,0.17375494097287075,0.004382004035729473,1.0,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,200.0,two_way_balanced,PE-Rasch,0.12603510733191897,0.01853842926323576,0.16288813325257892,0.018737137111979857,0.10459170889781662,0.01856266919640281,0.5585622700060202,0.05424512895388514,0.14961581823734746,0.01441025741511646,1.0,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,400.0,two_way_balanced,Avg,0.1866449989056,0.018656604929244536,0.24175646843130366,0.019843038979692054,0.1624449989056,0.018088713033333533,1.7735438947819735,0.39592671474212715,0.31289583215552086,0.010729570743252806,,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,400.0,two_way_balanced,BayPIRE,0.02518913227504978,0.003762710318047962,0.03128492212847462,0.004037204011783101,0.017790558438400696,0.004621716712821039,0.29704106509031625,0.007987691596024669,0.08607551408701439,0.002600007790870033,1.0,0.9574999999999999,0.04140620345081794,0.95,0.22360679774997896,0.1428840483326754,0.03765497557642798,0.14302423801996483,0.037772395075103354,0.05509771689325552,0.0022744857160580767
mmlu:college_computer_science,meta_llama_llama_3_8b,400.0,two_way_balanced,Bayes-MAP,0.06719898466144533,0.006466350159559872,0.08322980103560725,0.0069614441643444805,0.04357053740387551,0.006604290191556986,0.44673638131569016,0.006426710501498736,0.13549154707251854,0.003113077246792091,1.0,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,400.0,two_way_balanced,PE-Rasch,0.0967628222033419,0.010348030519181232,0.13333032018313912,0.01093244843125978,0.07374187439394853,0.01082113873353484,0.5708773312574636,0.04366770266778804,0.13393141049032398,0.008693722959853946,1.0,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,800.0,two_way_balanced,Avg,0.1335399999816,0.012247046899548428,0.16548561519086216,0.013392305266827186,0.11083999998159999,0.012381975436600617,0.7840713458210945,0.03667266291898564,0.28152513585000005,0.00521128071057793,,,,,,,,,,,
mmlu:college_computer_science,meta_llama_llama_3_8b,800.0,two_way_balanced,BayPIRE,0.02274490919896431,0.00137901318485867,0.028435397769848346,0.001609674755138071,0.014211846211437043,0.003518289899558979,0.2663109008977543,0.0047359231183999075,0.07899599027274766,0.0015989622187163298,1.0,0.9095000000000001,0.05286278165411395,1.0,0.0,0.1069521018018132,0.022429726527874214,0.10704303838589697,0.022611876255993296,0.03592784369964679,0.0013501860542192556
