benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_latent_95_mean,cover_prompt_latent_95_std,mean_interval_width_latent_95_mean,mean_interval_width_latent_95_std,median_interval_width_latent_95_mean,median_interval_width_latent_95_std,cover_prompt_predictive_95_mean,cover_prompt_predictive_95_std,mean_interval_width_predictive_95_mean,mean_interval_width_predictive_95_std,median_interval_width_predictive_95_mean,median_interval_width_predictive_95_std,cover_avg_latent_95_mean,cover_avg_latent_95_std,avg_interval_width_latent_95_mean,avg_interval_width_latent_95_std,cover_avg_predictive_95_mean,cover_avg_predictive_95_std,avg_interval_width_predictive_95_mean,avg_interval_width_predictive_95_std
mmlu:college_physics,meta_llama_llama_3_8b,200.0,random_uniform,Avg,0.2769961995712045,0.016166807603390496,0.3374515564601478,0.013934316299146007,0.25435502310061625,0.016164316673070805,4.498662774116469,0.31881249229487413,0.35307425917006807,0.009734851068357305,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,200.0,random_uniform,BayPIRE,0.03355018645858946,0.009857076843828813,0.04009176223260587,0.010664561077218566,0.02812073591259437,0.012172818002309058,0.3998660661012692,0.018095392342176757,0.12203702577084066,0.007750032729032784,1.0,0.991,0.020248456731316603,0.22460513938362525,0.018698213593830254,0.22436791411977564,0.018580679356687856,1.0,0.0,0.25153431372549007,0.01806852634239981,0.2510416666666665,0.01805567108027978,1.0,0.0,0.10961619078137277,0.007362745467691437,1.0,0.0,0.10962696078431367,0.007327399975511634
mmlu:college_physics,meta_llama_llama_3_8b,200.0,random_uniform,Bayes-MAP,0.0691048358262059,0.005828187989367061,0.083368841203006,0.006348765951637711,0.047617069657383736,0.008286251146526997,0.5331544608939938,0.007438952017006473,0.1761539281712397,0.0040140214028121235,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,200.0,random_uniform,PE-Rasch,0.11825769171974213,0.011069120552714043,0.15771947143258883,0.01399754252514756,0.0930291036367075,0.011205158049138027,0.6072595040677282,0.0575792967773914,0.16372452223754116,0.012631443585354549,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,400.0,random_uniform,Avg,0.21043705877907098,0.01406763288854781,0.2675939667929397,0.01634832483973772,0.18781144253257237,0.013987244468691274,2.598115245265689,0.32524875468886494,0.311707378766732,0.008914280372458233,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,400.0,random_uniform,BayPIRE,0.02676446776491718,0.001374808860783661,0.03273996453216198,0.001870366200577617,0.020802084563383637,0.00204830451533956,0.30219897912396115,0.011539375918747713,0.08640486963248485,0.004355546884045762,1.0,0.968,0.01475729574745245,0.1430757477963393,0.015857869532568396,0.14323249970787272,0.015665200560617393,0.9960000000000001,0.005163977794943233,0.17703014705882344,0.013128292558884478,0.1755024509803921,0.011738642437258692,1.0,0.0,0.06521353620819623,0.003489401759514522,1.0,0.0,0.06573406862745093,0.0035207603681128245
mmlu:college_physics,meta_llama_llama_3_8b,400.0,random_uniform,Bayes-MAP,0.061743797401438275,0.0047521313629565135,0.07698263054459868,0.0050300225775226194,0.03714004671385669,0.005831280811500764,0.44581136201709654,0.009018261458349011,0.1371737496048095,0.004496948635068588,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,400.0,random_uniform,PE-Rasch,0.10077386409014137,0.009522090170163054,0.14009268104168865,0.010786579729296114,0.07663596467368816,0.009287334525723816,0.5526189949869459,0.04730802357318917,0.13288622706890138,0.010647054751568305,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,800.0,random_uniform,Avg,0.14274964163125975,0.012673041420403604,0.1818990076516285,0.019740234823444766,0.11982879385158843,0.014122079343618305,1.106033009165081,0.141894192027412,0.27334457577655896,0.00792466154475932,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b,800.0,random_uniform,BayPIRE,0.024837620244638797,0.0009976647640170238,0.029963491768550343,0.0012598415312354255,0.017603218031722375,0.0010435783546174232,0.2558995507880972,0.004240056901642926,0.07413318453389248,0.001052939140339233,1.0,0.9099999999999999,0.045704364002673616,0.102998816460056,0.012186241649760255,0.10298274838480181,0.01252217782381258,0.9890000000000001,0.00875595035770915,0.14051102941176458,0.009880550085647073,0.14022058823529407,0.009349811128141214,1.0,0.0,0.037991002444967385,0.0027599762025011395,1.0,0.0,0.03925906862745097,0.0028989007471785584
mmlu:college_physics,meta_llama_llama_3_8b,800.0,random_uniform,Bayes-MAP,0.05191952517143748,0.004563648663444876,0.06606190358497414,0.006018113397089391,0.029040273332519545,0.006747323275189391,0.3610454023300267,0.006757171104829829,0.1030632937031136,0.003230407347128603,1.0,,,,,,,,,,,,,,,,,,,,
