benchmark,model_id,budget,repeat,mask_type,method,n_prompts,n_items,n_observed,n_total,prompt_mae,prompt_rmse,wasserstein_1,test_log_loss,test_brier,train_log_loss,train_brier,mask_observed_fraction,mask_prompt_coverage,mask_item_coverage,mask_connected,mask_min_prompt_degree,mask_max_prompt_degree,mask_min_item_degree,mask_max_item_degree,converged,model,n_obs,reason,iterations,final_loss,gradient_norm,alpha,prompt_effect_sd,item_difficulty_sd,n_params,sigma_prompt,sigma_item,max_rhat,min_ess_bulk,divergences,draws,tune,chains,target_accept,alpha_mean,sigma_a_mean,sigma_b_mean,cover_prompt_latent_95,mean_interval_width_latent_95,median_interval_width_latent_95,cover_prompt_predictive_95,mean_interval_width_predictive_95,median_interval_width_predictive_95,cover_avg_latent_95,avg_interval_width_latent_95,cover_avg_predictive_95,avg_interval_width_predictive_95
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,0,random_uniform,Avg,100,102,200,10200,0.27439551357787123,0.3421074406949886,0.2606829085358544,4.585926566826702,0.36756250863327894,0.41245630073041356,0.14490476190476195,0.0196078431372549,0.84,0.8725490196078431,False,0,7,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,0,random_uniform,PE-Rasch,100,102,200,10200,0.10930694915515346,0.15278725018156558,0.09457105870972976,0.4473709046029899,0.12979851365463277,0.020953219826634038,0.0007313270475120904,0.0196078431372549,0.84,0.8725490196078431,False,0,7,0,9,True,official_prompteval.ExtendedRaschModel,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,0,random_uniform,Bayes-MAP,100,102,200,10200,0.062344773334315276,0.07526205973338086,0.050866466944347294,0.5218881926893507,0.16969946556651952,0.3537061937048564,0.09348377265780776,0.0196078431372549,0.84,0.8725490196078431,False,0,7,0,9,True,map_additive_rasch,200.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12.0,93.6159883452576,0.00432594914935286,-0.36204612554095655,0.32055321352064853,0.5935029196038352,203.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,0,random_uniform,BayPIRE,100,102,200,10200,0.02344769637206231,0.028169082599023256,0.02051216778586315,0.3394724356384657,0.0977921689967129,0.19353002954856016,0.04220880190680444,0.0196078431372549,0.84,0.8725490196078431,False,0,7,0,9,True,bayesian_additive_irt,200.0,,,,,,,,,,,1.0,1502.0,0.0,1000.0,1000.0,4.0,0.97,-0.736,0.414,3.323,1.0,0.22454839160687906,0.22464275751551463,1.0,0.2503284313725489,0.2549019607843137,1.0,0.11143106320889024,1.0,0.1111838235294117
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,1,random_uniform,Avg,100,102,200,10200,0.2694333290058824,0.33034272096756045,0.25123725057450985,4.303151660300484,0.359514525768,0.40834215690516096,0.14383333333333337,0.0196078431372549,0.86,0.8529411764705882,False,0,5,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,1,random_uniform,PE-Rasch,100,102,200,10200,0.10697779975148856,0.1476242535080266,0.09320020680595065,0.518802877060685,0.1373767833097612,0.02316200902634412,0.001080650739702778,0.0196078431372549,0.86,0.8529411764705882,False,0,5,0,6,True,official_prompteval.ExtendedRaschModel,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,1,random_uniform,Bayes-MAP,100,102,200,10200,0.08039858339286829,0.09772017913070546,0.07026186658376815,0.5339953870525944,0.17626227062604682,0.3497173828880865,0.09293639382215195,0.0196078431372549,0.86,0.8529411764705882,False,0,5,0,6,True,map_additive_rasch,200.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.0,92.4063452093619,0.007415948506900289,-0.5551639881015556,0.31138367280329726,0.5914131238012943,203.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,1,random_uniform,BayPIRE,100,102,200,10200,0.05683537157192711,0.060560282334905666,0.0568353715719271,0.353999477659264,0.10505548255091962,0.17786444396586,0.03830320127280978,0.0196078431372549,0.86,0.8529411764705882,False,0,5,0,6,True,bayesian_additive_irt,200.0,,,,,,,,,,,1.0,2537.0,0.0,1000.0,1000.0,4.0,0.97,-1.212,0.341,3.494,0.96,0.1830995207915377,0.18306752233586288,1.0,0.21230147058823512,0.21568627450980388,0.0,0.10894601415865518,0.0,0.10942647058823513
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,2,random_uniform,Avg,100,102,200,10200,0.25139607429607846,0.3272886679912731,0.235513721354902,4.235215995937615,0.35728591585,0.43379791035394577,0.15283333333333335,0.0196078431372549,0.86,0.8725490196078431,False,0,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmlu:college_physics,meta_llama_llama_3_8b_instruct,200.0,2,random_uniform,PE-Rasch,100,102,200,10200,0.09239416802073437,0.12212451646442755,0.077954445950786,0.41309314879380526,0.11824341444324768,0.02210494621936308,0.0010288609590155754,0.0196078431372549,0.86,0.8725490196078431,False,0,5,0,7,True,official_prompteval.ExtendedRaschModel,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
