benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_latent_95_mean,cover_prompt_latent_95_std,mean_interval_width_latent_95_mean,mean_interval_width_latent_95_std,median_interval_width_latent_95_mean,median_interval_width_latent_95_std,cover_prompt_predictive_95_mean,cover_prompt_predictive_95_std,mean_interval_width_predictive_95_mean,mean_interval_width_predictive_95_std,median_interval_width_predictive_95_mean,median_interval_width_predictive_95_std,cover_avg_latent_95_mean,cover_avg_latent_95_std,avg_interval_width_latent_95_mean,avg_interval_width_latent_95_std,cover_avg_predictive_95_mean,cover_avg_predictive_95_std,avg_interval_width_predictive_95_mean,avg_interval_width_predictive_95_std
mmlu:college_mathematics,google_gemma_7b,200.0,two_way_balanced,Avg,0.2869199948942,0.013204864150953895,0.3300572330363685,0.014877972983067565,0.26229999489420003,0.012920612012370892,4.40618337072768,0.29464005042165525,0.3409234649642857,0.00999222936243035,,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,200.0,two_way_balanced,BayPIRE,0.039236828737453586,0.005536999728653101,0.04833506906594367,0.00633727176370379,0.025241445765487,0.010676432350499476,0.5353501350417249,0.022931431555192693,0.17747575909924895,0.00989535081950378,1.0,0.994,0.012649110640673516,0.3499134557575053,0.05711804029241288,0.346744293146777,0.055495019060038016,1.0,0.0,0.3747107499999998,0.05633053298081577,0.371025,0.053851190278808546,0.9,0.31622776601683794,0.10643784245777263,0.005491544453755374,1.0,0.0,0.10695824999999995,0.0057474094466309035
mmlu:college_mathematics,google_gemma_7b,200.0,two_way_balanced,Bayes-MAP,0.07905938645899582,0.005484732752385964,0.09471637136570663,0.005799223062519822,0.049981115372234486,0.006592217383134962,0.579235862499646,0.010321588290509023,0.1968104986643498,0.004761481570425586,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,200.0,two_way_balanced,PE-Rasch,0.16737787387286637,0.017955912986422174,0.20867809644146712,0.016996539738548314,0.13997168000739246,0.019404237860018148,1.0212254118799884,0.07802977725916133,0.24864146211269378,0.012447536666756978,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,400.0,two_way_balanced,Avg,0.1942699981184,0.01055504601284272,0.23233997010430038,0.011187141165781544,0.17292999811839999,0.010734373443414599,1.9599376289003754,0.19638910801355602,0.28615104017229165,0.005654951107977905,,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,400.0,two_way_balanced,BayPIRE,0.03507124371142265,0.005134332823606393,0.04357660293087838,0.005665818963062965,0.02232348035383269,0.009812187724457229,0.49390506433552844,0.007173903088687968,0.16225350337274222,0.0029569802137960196,1.0,0.9869999999999999,0.012516655570345746,0.23163603639798813,0.030092347039352593,0.23003090148276226,0.029597107672872575,0.998,0.004216370213557819,0.26640099999999983,0.024106744077124997,0.2640749999999996,0.023638789332601582,0.8,0.4216370213557839,0.06928393638156956,0.002947737861161183,0.8,0.4216370213557839,0.07102424999999997,0.002820015280198955
mmlu:college_mathematics,google_gemma_7b,400.0,two_way_balanced,Bayes-MAP,0.07601680008005977,0.004823923162310651,0.09385862757705618,0.004721588240273534,0.05157117869767129,0.005582351439051747,0.5433683275228003,0.0061493287678555325,0.18194106390679549,0.0028280081263025326,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,400.0,two_way_balanced,PE-Rasch,0.15724287214117677,0.008616194161137809,0.19688462460215006,0.010525958195352002,0.13338592437036884,0.008497311144907278,1.2061765959853004,0.09865408647823666,0.24803783058862366,0.007790677599749601,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,800.0,two_way_balanced,Avg,0.12640999973320002,0.0058412707683075625,0.15879821771736094,0.007555414790998871,0.10213999973320001,0.006519023416274688,0.8942685869312132,0.07750056004523423,0.2571508149971739,0.0027735168371434285,,,,,,,,,,,,,,,,,,,,,
mmlu:college_mathematics,google_gemma_7b,800.0,two_way_balanced,BayPIRE,0.029664124434384452,0.0023868704492255367,0.03752373218123497,0.0030055271979467406,0.01693781439381382,0.0034449408363312695,0.44966554852495805,0.005477249386971617,0.1465508147679995,0.00202530673931175,1.0,0.9179999999999999,0.04732863826479696,0.1425633456254894,0.027405944440525486,0.14198340297432804,0.026746804418046926,0.986,0.01074967699773141,0.1930137499999999,0.019647524131907516,0.19202499999999983,0.01879437341924999,1.0,0.0,0.04631784162941798,0.0016226094787051236,1.0,0.0,0.04830599999999997,0.001118510418170331
