benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_95_mean,cover_prompt_95_std,cover_avg_95_mean,cover_avg_95_std,mean_interval_width_95_mean,mean_interval_width_95_std,median_interval_width_95_mean,median_interval_width_95_std,avg_interval_width_95_mean,avg_interval_width_95_std
mmlu:business_ethics,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.28272999499710005,0.017604816547855194,0.34223065526765195,0.01622778673061562,0.2603899949971,0.01599940422076833,4.737327057568445,0.36041056063760857,0.3611300972657143,0.011518310884908602,,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,200.0,two_way_balanced,BayPIRE,0.031079269042060403,0.004965730473607869,0.038137219324073185,0.005723842168304715,0.024383838574055287,0.007401209111475693,0.3527043672590642,0.01112639110019139,0.10201828171440656,0.004360958091948532,1.0,0.99,0.016543403837370244,0.95,0.22360679774997896,0.21700766769311755,0.03121987827903129,0.2165220516122523,0.03085077890744418,0.08630263286988094,0.0034780853538165456
mmlu:business_ethics,meta_llama_llama_3_8b,200.0,two_way_balanced,Bayes-MAP,0.07447812644780828,0.0055470431917754165,0.09098398552060141,0.005805390619592873,0.048455928237412696,0.006121654872832158,0.5184167389561959,0.004384128702609073,0.16818845254849363,0.0022434738153030067,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,200.0,two_way_balanced,PE-Rasch,0.11608557170326395,0.015163269252882274,0.1527818164839217,0.016744942554827346,0.09026068071807017,0.014923439179656526,0.5344788399068686,0.033670660237342984,0.14186457954664355,0.009868497036221528,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,400.0,two_way_balanced,Avg,0.2036249984496,0.013541276752010004,0.24337886584225038,0.014233996941493063,0.1817749984496,0.013293523055630084,1.9573778736581886,0.26247123938311756,0.3033802068946875,0.007646759551541641,,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,400.0,two_way_balanced,BayPIRE,0.027195431894829515,0.002314095212324665,0.03394786022601939,0.003015651432018315,0.019606408004121625,0.003846681343075147,0.29010142604289735,0.009010367581709007,0.08437827034602646,0.0031751861930880906,1.0,0.9515,0.046935005452669376,1.0,0.0,0.15285365301581463,0.029892529224794247,0.15281325837246,0.029895423479767782,0.05485085446283777,0.0024721361221365394
mmlu:business_ethics,meta_llama_llama_3_8b,400.0,two_way_balanced,Bayes-MAP,0.0675340713180709,0.00617706947529485,0.08364665174533592,0.005760222042754055,0.04248960451321017,0.0056880980155617706,0.43711437307592016,0.008494117948808177,0.13312362476775746,0.004201522106614176,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,400.0,two_way_balanced,PE-Rasch,0.10126825465782714,0.014132273029416186,0.13765211624358317,0.015481069992131469,0.07632713072244257,0.013612484179780936,0.5650008417644041,0.06525625371117647,0.13466921685250016,0.013399603306750567,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,800.0,two_way_balanced,Avg,0.13325249988500001,0.009337903419762693,0.16499765547724052,0.010542450298515691,0.111517499885,0.01005239265760854,0.8342838737607823,0.07209157917011212,0.27107982326130436,0.0041046437306799625,,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,800.0,two_way_balanced,BayPIRE,0.025258729548540054,0.0011893805137297142,0.03135550623964192,0.001343663590241987,0.015691155936705666,0.003523470990896144,0.2557171340080507,0.004468773672090278,0.07678212256783325,0.0013588974494035792,1.0,0.9095000000000001,0.055485891995410125,1.0,0.0,0.11530978872484746,0.02640010160648407,0.1150800970726396,0.026203612234506957,0.03518775967197415,0.0012534246497794429
mmlu:business_ethics,meta_llama_llama_3_8b,800.0,two_way_balanced,Bayes-MAP,0.05190338793606323,0.00433856080839184,0.06502240641411491,0.004806127042880447,0.028527126385701283,0.004233454287960658,0.358530128567618,0.0042813954135438445,0.10255936397035162,0.0018506244242950957,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,800.0,two_way_balanced,PE-Rasch,0.07962859104706455,0.007053317527810714,0.10257867991572656,0.009558797592504787,0.058419501825720456,0.0070829245582354015,0.4315775539250253,0.036938915627166995,0.10933737333998776,0.005362758358713414,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,1600.0,two_way_balanced,Avg,0.08829250000000001,0.008101904828008363,0.10914127102573998,0.00917816108665572,0.067035,0.007293888934544703,0.7087115429965579,0.006912697515729072,0.2555883556547619,0.002780568447728003,,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,1600.0,two_way_balanced,BayPIRE,0.023392199772965416,0.0009256841958911799,0.029092840310590194,0.0011576148688869365,0.015202907676038041,0.002917699785457628,0.23957075458660756,0.005312538186695809,0.07320740858445561,0.0012960913729825841,1.0,0.768,0.08888786549118471,0.9,0.3077935056255463,0.07266768086895674,0.01646408911396144,0.07267963653527126,0.01644345410748884,0.022048764760593705,0.0005610790526093695
mmlu:business_ethics,meta_llama_llama_3_8b,1600.0,two_way_balanced,Bayes-MAP,0.0381662297038854,0.0032519488269402946,0.04726078036398817,0.0038482846967110157,0.01717128649108116,0.0025780409329003253,0.30149890006324753,0.0023151759547185473,0.08439767817712986,0.0009677568684774699,1.0,,,,,,,,,,
mmlu:business_ethics,meta_llama_llama_3_8b,1600.0,two_way_balanced,PE-Rasch,0.050253733983736414,0.00419711509880296,0.06388414300831521,0.005129846774440687,0.03167379705798791,0.0042342046769966125,0.296638422541427,0.014061166060147737,0.08642221622969548,0.0025905655189786053,1.0,,,,,,,,,,
