benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_95_mean,cover_prompt_95_std,cover_avg_95_mean,cover_avg_95_std,mean_interval_width_95_mean,mean_interval_width_95_std,median_interval_width_95_mean,median_interval_width_95_std,avg_interval_width_95_mean,avg_interval_width_95_std
mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.29269999420330006,0.013769148930257094,0.32313006857446014,0.018466318582325836,0.2701999942033,0.014499219154690613,4.221980881705394,0.3998039611721699,0.31595152633571433,0.012297586634992285,,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,two_way_balanced,BayPIRE,0.0291333948802966,0.003392245765571603,0.03588430149850445,0.003859837971861887,0.01918669810971581,0.005367251367983824,0.38172440575478983,0.01454591092849774,0.11418250901081414,0.006017086140802059,1.0,0.9974999999999999,0.0055011960422018035,1.0,0.0,0.25159708735604985,0.048934304915255564,0.2501234335693467,0.047496566590531676,0.08804294174455839,0.00456665475939926
mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,two_way_balanced,Bayes-MAP,0.06857332606026223,0.0037471794383595537,0.08171210943701095,0.004161418559431387,0.044899602658104706,0.003917685438401577,0.4913691562383781,0.006554614246983428,0.1592469019568342,0.0031233578755152933,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,two_way_balanced,PE-Rasch,0.12075731691374356,0.01685162364701145,0.16549864841136935,0.019955351661534084,0.09705267507355561,0.01826798476666152,0.6127327922718099,0.04670882808173695,0.1591206802400116,0.013435570457194507,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,two_way_balanced,Avg,0.1760749976384,0.011684937216632012,0.2233921560942531,0.016517714698846407,0.1565749976384,0.010958383941308904,1.9546396727908637,0.2577293133325994,0.2612578109357292,0.008060983713844613,,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,two_way_balanced,BayPIRE,0.028425217968271948,0.003565778087726863,0.03503149597443739,0.004410631875588186,0.019842582354509447,0.005267697393661348,0.3234426398870681,0.009190057831031252,0.09618033986367362,0.002828907360084433,1.0,0.9709999999999999,0.028635642126552712,0.9,0.3077935056255462,0.16907075006736821,0.023567806242599132,0.16892633168064236,0.02368224124556353,0.05677876638389888,0.0023032388887902953
mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,two_way_balanced,Bayes-MAP,0.06239858722817765,0.005076746672375102,0.0778033656101814,0.00673502731291481,0.038087103438245784,0.005987307813754379,0.4260116315213639,0.00688447220971665,0.1317648813540488,0.003466463103712779,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,two_way_balanced,PE-Rasch,0.10787574623011476,0.011364937043008385,0.14887128491494903,0.012878763874634252,0.08422317935968016,0.01223807495050617,0.6723033185162993,0.033152137315622596,0.15313772679701013,0.006936765110011934,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,two_way_balanced,Avg,0.121772499517,0.009647708577947682,0.15092146606339762,0.010131935411035691,0.10169249951700002,0.009243465231271284,0.9230098128975337,0.10454344068626227,0.2337917795701087,0.003637278432507967,,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,two_way_balanced,BayPIRE,0.025706866664115275,0.002186563599645589,0.031669733303320076,0.0025990911302234804,0.016742743540269677,0.0038675266382291545,0.29476811066705744,0.005699808109099308,0.08922169366062514,0.002199967482681984,1.0,0.906,0.05030433694811486,0.95,0.22360679774997894,0.11391899181333306,0.019448340494721345,0.11368575146449375,0.019259672663802924,0.037455866002949034,0.0014609922119487651
mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,two_way_balanced,Bayes-MAP,0.05192115157180045,0.0039060191372863517,0.06471853524115452,0.004384936851531962,0.028364758804677075,0.003998032671751454,0.36717465715238873,0.004671880981535272,0.10906634142711583,0.0019894929028790517,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,two_way_balanced,PE-Rasch,0.08605550015597609,0.004529558239916582,0.10906722662995971,0.0064545287782421445,0.0642920478350211,0.005337996088459745,0.48044680248898697,0.025861415784406316,0.1232594666669072,0.0044508289598614295,1.0,,,,,,,,,,
mmlu:abstract_algebra,meta_llama_llama_3_8b,1600.0,two_way_balanced,Avg,0.083196249979,0.00452688803720875,0.1036598083615794,0.005288119141168374,0.06259124997900001,0.005160606557226275,0.6571668370201816,0.029304836240718935,0.22192810638238095,0.0013343104960226097,,,,,,,,,,,
