benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_latent_95_mean,cover_prompt_latent_95_std,mean_interval_width_latent_95_mean,mean_interval_width_latent_95_std,median_interval_width_latent_95_mean,median_interval_width_latent_95_std,cover_prompt_predictive_95_mean,cover_prompt_predictive_95_std,mean_interval_width_predictive_95_mean,mean_interval_width_predictive_95_std,median_interval_width_predictive_95_mean,median_interval_width_predictive_95_std,cover_avg_latent_95_mean,cover_avg_latent_95_std,avg_interval_width_latent_95_mean,avg_interval_width_latent_95_std,cover_avg_predictive_95_mean,cover_avg_predictive_95_std,avg_interval_width_predictive_95_mean,avg_interval_width_predictive_95_std
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,200.0,two_way_balanced,Avg,0.2714222173948148,0.02438233231786784,0.3434344432818412,0.020841010591892282,0.2617185136911112,0.02402817475681471,4.7643578432498765,0.4843846103730893,0.36695112303052635,0.014576697258821405,,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,200.0,two_way_balanced,BayPIRE,0.014292144922241776,0.0028037799473002323,0.017522039525009747,0.003438663227681757,0.009495811147381388,0.004698836425351478,0.2791931671251587,0.013927337657852866,0.06830170588845033,0.005706348439201448,1.0,1.0,0.0,0.2104433480835935,0.018219286316915922,0.21035580787373873,0.01816207913902479,1.0,0.0,0.2312288888888888,0.01686884613641641,0.2318703703703703,0.01640360525946373,1.0,0.0,0.08948411567223385,0.002510697600382603,1.0,0.0,0.0899146296296296,0.0022704186129985527
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,200.0,two_way_balanced,Bayes-MAP,0.07115207188190746,0.007887581221328613,0.09035020810144959,0.005874007069621744,0.059834096806223945,0.008139767578343988,0.5250780396239688,0.005201307568820787,0.1703647809169334,0.0026021717255880076,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,200.0,two_way_balanced,PE-Rasch,0.11511545949146293,0.01790131801266949,0.1499184614070565,0.017817019075007195,0.10409140230474048,0.017975441082034936,0.3505028290194253,0.02808919611443663,0.10001208851712073,0.010197585848529611,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,400.0,two_way_balanced,Avg,0.1968481469642963,0.010481309704612073,0.23810600868365298,0.01217815810874237,0.1870851840013334,0.010366376169568575,1.7418935608619257,0.2628147151845836,0.3053520980760306,0.006030750815634058,,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,400.0,two_way_balanced,BayPIRE,0.01179691251610836,0.0019763101241147994,0.014666125787979512,0.002292961203485935,0.009443717686322612,0.0027506237023895872,0.1692393137409641,0.007393159236480927,0.03970048447083242,0.0023294238427481752,1.0,0.994,0.015776212754932326,0.09020996159593545,0.011764424460864481,0.09018430986393515,0.011799599831134176,1.0,0.0,0.11818314814814816,0.011306569013533491,0.11851851851851855,0.011042310999998955,1.0,0.0,0.04641905336612342,0.0026681888884173043,1.0,0.0,0.04691833333333332,0.0026291494446525412
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,400.0,two_way_balanced,Bayes-MAP,0.06383207470347216,0.003272338850906691,0.0787449666923761,0.0035430256011445096,0.053703085002989356,0.002892693465013808,0.41682834241936295,0.0038233076906145987,0.12112282728595707,0.0019080872480943703,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,400.0,two_way_balanced,PE-Rasch,0.05214297581658445,0.011991243092078307,0.08504586988839397,0.019399491710583625,0.04140074580895303,0.012445914845032597,0.23449376523268892,0.024831539832870606,0.059243829532867,0.009579492190568547,1.0,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,800.0,two_way_balanced,Avg,0.13715833323925924,0.00992943729179199,0.16773069489656095,0.011819423506620946,0.1281805554614815,0.010108246848832108,0.8324968076231073,0.06420372779842536,0.27689751467228346,0.004446791662982832,,,,,,,,,,,,,,,,,,,,,
mmlu:anatomy,mistralai_mistral_7b_instruct_v0_2,800.0,two_way_balanced,BayPIRE,0.010707909754708323,0.0006439213795032887,0.013336982205327415,0.0006321283906994941,0.007692416347620816,0.0006419279469957766,0.13734141999618132,0.005272514420517715,0.03498787779231827,0.0016977411355067367,1.0,0.958,0.025298221281346994,0.055771682983590865,0.003830965711257509,0.05577732185820383,0.0038160652293107293,1.0,0.0,0.08726425925925922,0.003563304105097498,0.08740740740740742,0.003123237195228034,1.0,0.0,0.027710661777948842,0.0009564895710104064,1.0,0.0,0.02851462962962966,0.0010427533700562432
